Date,N_ANT_POSITIVOS,N_ANT,N_PCR_POSITIVOS,N_PCR
2021-01-20,1034,3344,3827,14281
2021-01-20,302,778,665,2108
2021-01-20,57,170,126,456
2021-01-20,283,1933,314,4682
2021-01-20,30,136,59,317
2021-01-20,711,4377,722,3799
2021-01-20,127,2197,166,789
2021-01-20,23,444,56,1591
2021-01-20,161,828,249,1260
2021-01-20,22,264,432,1956
2021-01-20,78,1019,622,4679
2021-01-20,88,1032,213,3054
2021-01-20,185,769,103,377
2021-01-20,64,426,195,1500
2021-01-20,85,1049,187,2257
2021-01-20,859,4799,838,3880
2021-01-20,742,4114,1199,6990
2021-01-20,32,228,39,103
2021-01-20,3237,17120,5029,19332
2021-01-20,20,215,148,1565
2021-01-20,107,1305,141,2616
2021-01-20,214,4453,514,1923
2021-01-20,201,1373,320,1460
2021-01-20,17,175,49,381
2021-01-20,167,1144,330,1817
2021-01-20,41,173,211,738
2021-01-20,160,714,835,3143
2021-01-20,187,1629,187,4124
2021-01-20,170,1335,141,3137
2021-01-20,348,2178,330,1690
2021-01-20,581,2537,858,3133
2021-01-20,88,1552,282,1662
2021-01-20,69,213,249,913
2021-01-20,339,1569,635,5276
2021-01-20,188,671,623,2350
2021-01-20,44,371,5,45
2021-01-20,312,862,713,2586
2021-01-20,8,96,296,2477
2021-01-20,165,1029,67,387
2021-01-20,332,2267,324,3859
2021-01-20,1648,15085,1933,38092
2021-01-20,122,1923,615,4422
2021-01-20,372,2298,548,2650
2021-01-20,79,374,448,4848
2021-01-20,110,662,65,1032
2021-01-20,218,1016,568,3092
2021-01-20,1277,3517,2653,8679
2021-01-20,108,362,370,1282
2021-01-20,500,3060,748,5954
2021-01-19,179,684,30,274
2021-01-19,195,959,481,2546
2021-01-19,45,165,146,960
2021-01-19,602,3252,201,1321
2021-01-19,1347,4022,3414,15036
2021-01-19,297,760,622,1836
2021-01-19,52,124,103,517
2021-01-19,335,2018,353,6032
2021-01-19,45,212,33,489
2021-01-19,686,4471,561,3190
2021-01-19,105,410,174,846
2021-01-19,24,493,71,1736
2021-01-19,175,1356,297,1457
2021-01-19,42,661,437,2106
2021-01-19,71,611,362,4131
2021-01-19,90,978,186,3113
2021-01-19,188,732,84,416
2021-01-19,45,383,188,1655
2021-01-19,91,997,171,2530
2021-01-19,832,4905,806,3701
2021-01-19,898,4491,1171,6626
2021-01-19,35,211,29,85
2021-01-19,3628,16388,3960,17468
2021-01-19,26,308,70,907
2021-01-19,100,1045,161,2958
2021-01-19,183,1369,435,1774
2021-01-19,207,1543,431,1875
2021-01-19,21,186,69,396
2021-01-19,149,891,409,2127
2021-01-19,41,162,286,807
2021-01-19,167,756,835,3271
2021-01-19,203,1770,241,4588
2021-01-19,175,1387,156,2899
2021-01-19,362,2247,375,1868
2021-01-19,601,2820,941,3509
2021-01-19,96,1319,295,1455
2021-01-19,72,215,245,818
2021-01-19,149,1069,571,4514
2021-01-19,215,678,567,2107
2021-01-19,39,310,7,46
2021-01-19,322,861,481,2396
2021-01-19,4,95,188,2460
2021-01-19,188,856,33,418
2021-01-19,327,2137,306,3908
2021-01-19,1751,14633,2350,36995
2021-01-19,145,2361,726,5194
2021-01-19,386,2844,579,2704
2021-01-19,87,411,355,4533
2021-01-19,68,633,49,1206
2021-01-19,272,1438,494,2935
2021-01-19,1522,3930,2657,8877
2021-01-19,108,389,178,822
2021-01-19,500,2821,763,5642
2021-01-18,162,1947,555,4190
2021-01-18,577,3049,600,2698
2021-01-18,43,295,289,4481
2021-01-18,97,567,39,377
2021-01-18,277,1354,356,2047
2021-01-18,1546,3908,1924,6693
2021-01-18,110,363,118,754
2021-01-18,523,3113,583,4366
2021-01-18,152,671,43,366
2021-01-18,247,866,329,2195
2021-01-18,45,158,58,334
2021-01-18,583,4357,145,1334
2021-01-18,1361,3944,2188,9068
2021-01-18,213,625,276,972
2021-01-18,53,137,143,460
2021-01-18,397,1874,244,3788
2021-01-18,38,271,11,172
2021-01-18,723,4684,411,2173
2021-01-18,113,320,121,678
2021-01-18,5,304,77,1366
2021-01-18,190,969,70,597
2021-01-18,46,392,250,1338
2021-01-18,62,518,328,4172
2021-01-18,86,868,204,2186
2021-01-18,164,625,103,628
2021-01-18,63,507,121,1984
2021-01-18,136,1263,154,1817
2021-01-18,758,4605,399,2125
2021-01-18,1044,4493,721,4553
2021-01-18,34,242,10,66
2021-01-18,4211,16966,1890,10976
2021-01-18,18,403,99,771
2021-01-18,108,938,113,1953
2021-01-18,181,905,256,1114
2021-01-18,253,1672,225,1149
2021-01-18,17,126,87,455
2021-01-18,189,886,169,954
2021-01-18,46,169,246,812
2021-01-18,208,735,668,2918
2021-01-18,265,1835,264,4882
2021-01-18,141,1252,85,1851
2021-01-18,460,2517,223,986
2021-01-18,540,3339,598,2301
2021-01-18,132,806,129,551
2021-01-18,71,196,134,533
2021-01-18,139,868,476,3804
2021-01-18,236,681,347,1216
2021-01-18,31,267,13,60
2021-01-18,357,979,482,2010
2021-01-18,7,89,266,2721
2021-01-18,184,881,20,336
2021-01-18,311,1938,186,3058
2021-01-18,2041,15973,2178,30544
2021-01-17,90,1321,22,211
2021-01-17,75,294,82,758
2021-01-17,21,66,7,68
2021-01-17,348,4119,47,455
2021-01-17,516,1798,1835,5947
2021-01-17,104,249,255,852
2021-01-17,41,100,44,243
2021-01-17,115,529,92,965
2021-01-17,31,75,39,323
2021-01-17,222,923,227,1279
2021-01-17,51,131,198,603
2021-01-17,10,126,38,674
2021-01-17,66,168,210,1093
2021-01-17,15,123,63,507
2021-01-17,36,256,230,2631
2021-01-17,47,400,96,1690
2021-01-17,103,412,115,328
2021-01-17,20,512,117,1571
2021-01-17,77,366,159,1462
2021-01-17,234,611,462,2324
2021-01-17,224,1138,884,4963
2021-01-17,11,61,12,38
2021-01-17,739,2436,967,4656
2021-01-17,13,122,74,1115
2021-01-17,84,394,32,204
2021-01-17,89,290,127,576
2021-01-17,117,477,68,405
2021-01-17,8,60,8,67
2021-01-17,53,153,79,416
2021-01-17,29,70,53,165
2021-01-17,94,229,102,464
2021-01-17,98,465,79,1588
2021-01-17,73,714,119,1545
2021-01-17,169,630,267,1245
2021-01-17,200,911,491,2014
2021-01-17,62,396,114,801
2021-01-17,54,101,111,501
2021-01-17,75,318,481,3155
2021-01-17,140,345,203,793
2021-01-17,16,127,4,18
2021-01-17,164,417,268,1225
2021-01-17,4,53,137,1381
2021-01-17,74,1613,15,131
2021-01-17,197,1043,148,2314
2021-01-17,530,2630,596,6484
2021-01-17,88,2275,371,2664
2021-01-17,330,1345,335,1451
2021-01-17,42,157,301,3355
2021-01-17,47,312,39,996
2021-01-17,77,166,453,2260
2021-01-17,712,2049,1959,5239
2021-01-17,97,237,138,449
2021-01-17,195,1096,352,2013
2021-01-16,93,1674,13,186
2021-01-16,126,444,236,1549
2021-01-16,20,250,99,603
2021-01-16,286,2325,77,552
2021-01-16,757,2646,3125,11318
2021-01-16,109,251,594,1635
2021-01-16,30,81,50,226
2021-01-16,181,917,143,1426
2021-01-16,27,108,44,360
2021-01-16,209,1049,533,2780
2021-01-16,83,1806,132,511
2021-01-16,11,247,42,1128
2021-01-16,70,192,176,1124
2021-01-16,18,107,374,1657
2021-01-16,45,275,364,3329
2021-01-16,43,419,194,2560
2021-01-16,110,484,58,226
2021-01-16,27,204,188,1608
2021-01-16,59,323,133,1723
2021-01-16,264,947,547,3122
2021-01-16,512,2238,1064,5553
2021-01-16,5,75,20,78
2021-01-16,788,3062,2750,12227
2021-01-16,24,118,98,988
2021-01-16,67,304,62,1277
2021-01-16,156,5825,357,1414
2021-01-16,88,364,204,1110
2021-01-16,7,68,27,211
2021-01-16,58,226,208,1209
2021-01-16,23,57,83,254
2021-01-16,109,274,187,1033
2021-01-16,83,533,41,610
2021-01-16,102,800,92,1988
2021-01-16,181,687,240,1401
2021-01-16,274,912,809,3140
2021-01-16,77,499,198,915
2021-01-16,37,91,252,810
2021-01-16,82,307,604,3862
2021-01-16,114,254,347,1249
2021-01-16,38,141,4,20
2021-01-16,193,473,476,1815
2021-01-16,7,45,157,1497
2021-01-16,71,950,39,501
2021-01-16,160,976,229,2993
2021-01-16,691,4047,1007,13965
2021-01-16,95,1101,521,4357
2021-01-16,282,1326,353,1626
2021-01-16,18,122,274,2802
2021-01-16,30,137,69,1819
2021-01-16,116,340,465,2905
2021-01-16,906,2486,2189,6914
2021-01-16,64,195,201,627
2021-01-16,241,1889,551,3411
2021-01-15,171,1100,28,234
2021-01-15,208,854,445,2478
2021-01-15,62,366,95,598
2021-01-15,626,2653,150,1333
2021-01-15,1274,3729,4116,14969
2021-01-15,250,606,671,1882
2021-01-15,47,121,132,579
2021-01-15,308,1704,267,4669
2021-01-15,41,126,57,340
2021-01-15,671,3460,696,3379
2021-01-15,93,321,238,865
2021-01-15,17,428,87,1574
2021-01-15,170,466,254,1291
2021-01-15,50,195,370,1509
2021-01-15,73,514,403,3227
2021-01-15,48,956,170,2814
2021-01-15,165,2159,79,405
2021-01-15,42,439,136,1382
2021-01-15,113,1181,123,2057
2021-01-15,715,4122,816,3708
2021-01-15,917,4365,996,5062
2021-01-15,29,166,16,83
2021-01-15,4298,16355,2052,10722
2021-01-15,16,340,109,979
2021-01-15,114,670,119,2430
2021-01-15,156,891,369,1457
2021-01-15,269,1366,350,1742
2021-01-15,28,154,54,404
2021-01-15,131,759,303,1489
2021-01-15,53,144,276,813
2021-01-15,198,916,712,2825
2021-01-15,180,1747,174,2884
2021-01-15,136,1151,107,1396
2021-01-15,439,2001,284,1398
2021-01-15,567,2388,969,3196
2021-01-15,154,1259,344,1647
2021-01-15,91,220,224,712
2021-01-15,105,706,560,3751
2021-01-15,207,609,621,1955
2021-01-15,11,179,3,56
2021-01-15,330,809,592,2393
2021-01-15,13,120,229,2188
2021-01-15,185,788,40,386
2021-01-15,248,1717,242,3425
2021-01-15,1536,12035,2123,34249
2021-01-15,180,869,572,4858
2021-01-15,543,3278,533,2567
2021-01-15,46,294,383,3927
2021-01-15,61,467,49,1359
2021-01-15,250,1378,468,2372
2021-01-15,1485,3674,3246,9704
2021-01-15,112,350,270,935
2021-01-15,492,2880,766,5460
2021-01-14,141,580,20,164
2021-01-14,210,775,342,1832
2021-01-14,21,91,104,516
2021-01-14,502,1909,125,1115
2021-01-14,1173,3394,3604,12690
2021-01-14,224,548,685,1744
2021-01-14,44,112,107,400
2021-01-14,311,1650,284,5052
2021-01-14,30,217,14,457
2021-01-14,578,2964,620,2986
2021-01-14,68,227,148,590
2021-01-14,9,366,104,1877
2021-01-14,165,789,254,1212
2021-01-14,31,297,228,1014
2021-01-14,40,438,334,2786
2021-01-14,84,773,210,2423
2021-01-14,174,1630,59,282
2021-01-14,46,540,134,1858
2021-01-14,99,877,175,2324
2021-01-14,631,3571,705,3349
2021-01-14,1035,4692,930,4853
2021-01-14,21,185,13,79
2021-01-14,4429,16457,1596,9140
2021-01-14,10,188,61,969
2021-01-14,101,757,101,2672
2021-01-14,174,712,316,1483
2021-01-14,229,1280,225,1183
2021-01-14,19,119,156,476
2021-01-14,141,724,340,1542
2021-01-14,61,141,274,769
2021-01-14,124,926,593,2314
2021-01-14,212,1712,180,2667
2021-01-14,115,1114,133,2382
2021-01-14,365,1509,238,1343
2021-01-14,549,2144,777,2928
2021-01-14,108,596,222,1463
2021-01-14,103,210,250,867
2021-01-14,83,523,516,3973
2021-01-14,165,502,640,2057
2021-01-14,22,284,5,33
2021-01-14,261,698,565,2234
2021-01-14,11,76,241,2195
2021-01-14,140,730,35,272
2021-01-14,214,1650,218,3907
2021-01-14,1461,11172,2058,32673
2021-01-14,201,807,531,4179
2021-01-14,492,2595,505,2714
2021-01-14,45,311,333,4281
2021-01-14,58,467,43,2359
2021-01-14,208,1291,486,2505
2021-01-14,1427,3625,2819,8626
2021-01-14,99,279,284,847
2021-01-14,454,2252,773,5361
2021-01-13,115,611,32,308
2021-01-13,214,768,567,2603
2021-01-13,38,110,124,524
2021-01-13,480,1828,127,1008
2021-01-13,1151,3412,3553,13212
2021-01-13,251,612,713,1830
2021-01-13,52,123,103,476
2021-01-13,334,1747,290,5181
2021-01-13,34,251,49,341
2021-01-13,505,3634,574,2861
2021-01-13,97,1287,125,684
2021-01-13,20,387,106,2053
2021-01-13,117,381,134,838
2021-01-13,27,252,393,1576
2021-01-13,53,567,306,3588
2021-01-13,82,691,192,2967
2021-01-13,133,555,56,365
2021-01-13,34,200,146,1420
2021-01-13,80,926,197,1991
2021-01-13,594,3270,732,3208
2021-01-13,1091,4358,887,4992
2021-01-13,27,174,22,56
2021-01-13,4665,16078,1468,9143
2021-01-13,13,157,96,1172
2021-01-13,88,742,119,2509
2021-01-13,214,3746,206,1117
2021-01-13,205,1154,292,1291
2021-01-13,24,121,48,329
2021-01-13,124,647,271,1351
2021-01-13,47,131,222,673
2021-01-13,112,1012,551,2365
2021-01-13,201,1760,223,3859
2021-01-13,108,1161,115,2615
2021-01-13,367,1518,259,1231
2021-01-13,520,2222,814,3003
2021-01-13,143,768,309,1443
2021-01-13,80,168,213,775
2021-01-13,107,628,557,4815
2021-01-13,216,549,608,1972
2021-01-13,43,414,13,47
2021-01-13,331,823,556,2414
2021-01-13,14,79,171,2013
2021-01-13,131,693,50,419
2021-01-13,213,1566,264,4710
2021-01-13,1502,12069,2521,36033
2021-01-13,173,831,710,5082
2021-01-13,556,2556,484,2438
2021-01-13,22,249,284,3554
2021-01-13,66,560,49,997
2021-01-13,218,1080,459,2832
2021-01-13,1514,3669,2534,7900
2021-01-13,101,247,335,986
2021-01-13,475,2451,764,5205
2021-01-12,149,588,14,212
2021-01-12,208,839,332,1884
2021-01-12,47,121,88,466
2021-01-12,431,1664,122,1237
2021-01-12,1278,3454,3785,13971
2021-01-12,224,506,549,1541
2021-01-12,45,124,81,399
2021-01-12,363,1821,287,4372
2021-01-12,35,213,19,323
2021-01-12,435,2921,555,2867
2021-01-12,70,241,132,635
2021-01-12,25,408,100,1734
2021-01-12,142,423,191,1153
2021-01-12,29,589,311,1763
2021-01-12,37,369,305,2759
2021-01-12,71,568,226,2769
2021-01-12,145,527,51,293
2021-01-12,22,252,149,1431
2021-01-12,60,746,181,1990
2021-01-12,605,3637,631,3227
2021-01-12,1180,4553,1060,5696
2021-01-12,28,171,15,85
2021-01-12,3855,12580,1291,8445
2021-01-12,11,271,102,1358
2021-01-12,106,843,206,2852
2021-01-12,112,423,287,1371
2021-01-12,215,1039,312,1564
2021-01-12,11,105,62,408
2021-01-12,118,857,274,1296
2021-01-12,58,122,162,548
2021-01-12,133,813,606,2357
2021-01-12,244,1805,262,3661
2021-01-12,118,1100,158,2042
2021-01-12,298,1408,222,1150
2021-01-12,493,2332,801,2889
2021-01-12,119,615,269,1162
2021-01-12,62,136,201,840
2021-01-12,71,494,529,4519
2021-01-12,220,516,512,1617
2021-01-12,29,261,2,47
2021-01-12,297,855,597,2290
2021-01-12,8,66,145,1897
2021-01-12,136,648,20,310
2021-01-12,190,1491,213,5816
2021-01-12,1939,12588,2550,32316
2021-01-12,163,730,530,4019
2021-01-12,507,2875,548,2688
2021-01-12,24,251,352,4292
2021-01-12,60,530,54,909
2021-01-12,194,1019,478,2588
2021-01-12,1320,3250,2316,6742
2021-01-12,95,259,200,956
2021-01-12,453,2470,718,4515
2021-01-11,167,615,13,244
2021-01-11,183,611,348,2239
2021-01-11,26,97,69,421
2021-01-11,425,1647,95,1008
2021-01-11,1381,3483,1981,8584
2021-01-11,213,517,202,678
2021-01-11,44,108,118,522
2021-01-11,385,1571,289,2739
2021-01-11,19,144,21,156
2021-01-11,476,3122,260,1597
2021-01-11,96,243,141,573
2021-01-11,18,310,65,1497
2021-01-11,128,321,75,664
2021-01-11,22,367,164,868
2021-01-11,38,372,230,1966
2021-01-11,81,704,129,1885
2021-01-11,109,427,36,263
2021-01-11,27,264,76,943
2021-01-11,102,747,113,2066
2021-01-11,647,3048,278,1505
2021-01-11,1441,4259,632,3679
2021-01-11,26,197,14,49
2021-01-11,3642,10983,1097,7341
2021-01-11,7,168,59,928
2021-01-11,128,850,144,1210
2021-01-11,101,461,152,1027
2021-01-11,231,1064,139,829
2021-01-11,27,127,76,443
2021-01-11,136,1094,208,1174
2021-01-11,47,103,152,585
2021-01-11,161,824,522,2252
2021-01-11,329,2041,242,4012
2021-01-11,116,1013,107,2425
2021-01-11,342,1566,104,528
2021-01-11,540,2499,405,1818
2021-01-11,119,645,133,707
2021-01-11,94,178,135,448
2021-01-11,44,516,308,2552
2021-01-11,192,522,453,1529
2021-01-11,22,289,9,61
2021-01-11,300,750,320,1603
2021-01-11,6,70,285,2573
2021-01-11,147,737,44,370
2021-01-11,190,1285,323,4272
2021-01-11,2469,15026,2284,23515
2021-01-11,182,910,663,4566
2021-01-11,626,3147,491,2586
2021-01-11,41,260,257,4068
2021-01-11,56,481,34,863
2021-01-11,217,1280,243,1532
2021-01-11,1453,3563,2105,7070
2021-01-11,115,259,172,716
2021-01-11,479,2276,496,3522
2021-01-10,67,241,6,111
2021-01-10,71,220,41,420
2021-01-10,20,62,6,61
2021-01-10,195,644,41,513
2021-01-10,542,1725,1605,5428
2021-01-10,62,125,57,254
2021-01-10,17,41,34,135
2021-01-10,197,756,99,420
2021-01-10,16,90,7,181
2021-01-10,172,880,85,494
2021-01-10,44,96,89,405
2021-01-10,11,126,76,894
2021-01-10,44,95,40,413
2021-01-10,17,112,136,797
2021-01-10,24,136,218,2386
2021-01-10,36,200,140,1646
2021-01-10,49,251,32,203
2021-01-10,26,90,111,1336
2021-01-10,34,224,132,1936
2021-01-10,161,435,250,1152
2021-01-10,194,603,582,3150
2021-01-10,16,63,6,30
2021-01-10,329,877,411,2393
2021-01-10,11,67,51,1173
2021-01-10,69,302,28,204
2021-01-10,73,4551,18,159
2021-01-10,106,302,88,541
2021-01-10,4,26,1,35
2021-01-10,21,107,35,223
2021-01-10,13,29,23,84
2021-01-10,66,186,117,598
2021-01-10,130,517,44,432
2021-01-10,81,550,80,1207
2021-01-10,157,633,95,724
2021-01-10,188,559,276,1315
2021-01-10,71,510,78,644
2021-01-10,36,67,27,100
2021-01-10,54,312,358,3161
2021-01-10,95,207,153,475
2021-01-10,15,288,6,16
2021-01-10,128,303,162,891
2021-01-10,4,42,114,1295
2021-01-10,51,197,8,134
2021-01-10,147,739,176,5029
2021-01-10,631,2520,557,5128
2021-01-10,115,381,386,2755
2021-01-10,443,1874,208,1429
2021-01-10,24,127,212,3009
2021-01-10,33,168,33,519
2021-01-10,34,169,279,1462
2021-01-10,666,1834,926,3221
2021-01-10,74,165,154,367
2021-01-10,229,1033,238,1454
2021-01-09,70,280,12,155
2021-01-09,92,289,87,756
2021-01-09,6,28,5,59
2021-01-09,139,541,24,351
2021-01-09,655,2275,2610,8476
2021-01-09,48,89,216,641
2021-01-09,13,42,23,120
2021-01-09,188,861,149,982
2021-01-09,11,49,5,117
2021-01-09,178,865,368,2047
2021-01-09,29,80,107,393
2021-01-09,9,261,96,1662
2021-01-09,43,73,136,746
2021-01-09,11,90,191,1016
2021-01-09,18,166,211,2290
2021-01-09,31,208,156,2227
2021-01-09,53,236,27,230
2021-01-09,31,191,56,1097
2021-01-09,37,206,143,1536
2021-01-09,239,665,389,1972
2021-01-09,620,2448,773,4335
2021-01-09,6,55,12,59
2021-01-09,93,575,2221,10553
2021-01-09,0,61,59,758
2021-01-09,54,288,36,391
2021-01-09,36,164,240,933
2021-01-09,84,253,92,675
2021-01-09,12,52,18,136
2021-01-09,32,132,16,126
2021-01-09,7,24,28,81
2021-01-09,81,163,113,711
2021-01-09,143,580,65,590
2021-01-09,68,501,126,1773
2021-01-09,178,593,114,658
2021-01-09,193,724,559,2022
2021-01-09,47,293,307,1259
2021-01-09,19,44,148,511
2021-01-09,28,185,330,3594
2021-01-09,94,187,445,1451
2021-01-09,29,271,2,15
2021-01-09,137,380,443,1702
2021-01-09,1,39,160,1337
2021-01-09,41,211,10,316
2021-01-09,126,871,121,4125
2021-01-09,689,3558,894,10860
2021-01-09,110,983,536,4743
2021-01-09,420,2119,290,1621
2021-01-09,15,104,162,2571
2021-01-09,38,232,37,408
2021-01-09,87,225,346,1929
2021-01-09,739,2119,1816,5584
2021-01-09,64,155,168,580
2021-01-09,181,1009,469,2810
2021-01-08,129,537,22,180
2021-01-08,117,772,324,2270
2021-01-08,21,86,96,781
2021-01-08,287,1467,85,866
2021-01-08,1150,3393,3119,11948
2021-01-08,180,476,490,1323
2021-01-08,24,122,80,367
2021-01-08,284,1930,296,2766
2021-01-08,18,108,6,168
2021-01-08,355,1958,279,1981
2021-01-08,79,847,76,506
2021-01-08,29,440,106,2107
2021-01-08,100,324,77,825
2021-01-08,29,190,274,1376
2021-01-08,41,334,252,2845
2021-01-08,40,484,167,2449
2021-01-08,64,381,51,269
2021-01-08,26,366,90,1140
2021-01-08,79,1137,126,2267
2021-01-08,445,1921,358,2214
2021-01-08,933,3788,715,3552
2021-01-08,20,176,5,61
2021-01-08,3114,16336,2528,14797
2021-01-08,16,237,48,759
2021-01-08,89,837,226,2126
2021-01-08,91,385,175,1214
2021-01-08,164,687,192,966
2021-01-08,22,127,82,428
2021-01-08,66,499,15,235
2021-01-08,48,144,146,554
2021-01-08,107,515,463,2230
2021-01-08,303,1571,178,2813
2021-01-08,90,867,133,2486
2021-01-08,219,1026,216,1083
2021-01-08,423,1657,532,2364
2021-01-08,108,606,254,1167
2021-01-08,45,112,69,399
2021-01-08,52,517,401,4286
2021-01-08,204,526,423,1408
2021-01-08,36,437,5,50
2021-01-08,223,627,479,2071
2021-01-08,9,67,219,2363
2021-01-08,106,520,37,511
2021-01-08,169,1213,197,2501
2021-01-08,1661,12025,2585,25048
2021-01-08,160,954,522,4250
2021-01-08,515,3277,410,2473
2021-01-08,20,195,219,3141
2021-01-08,51,407,49,722
2021-01-08,138,658,334,1574
2021-01-08,1124,3047,1685,5835
2021-01-08,70,184,114,566
2021-01-08,401,2211,605,4652
2021-01-07,109,660,11,127
2021-01-07,141,602,404,2008
2021-01-07,9,64,11,129
2021-01-07,252,1148,64,674
2021-01-07,1041,2881,1977,7684
2021-01-07,170,467,357,1103
2021-01-07,27,92,89,316
2021-01-07,296,1853,260,2946
2021-01-07,14,199,20,255
2021-01-07,312,2302,238,1314
2021-01-07,50,116,78,437
2021-01-07,19,396,103,1616
2021-01-07,59,191,77,492
2021-01-07,30,318,193,973
2021-01-07,21,197,216,1625
2021-01-07,82,485,84,1240
2021-01-07,47,288,45,235
2021-01-07,22,234,74,929
2021-01-07,64,1613,145,1728
2021-01-07,358,1889,254,1485
2021-01-07,903,3062,557,2868
2021-01-07,13,127,6,35
2021-01-07,3467,17771,1998,10883
2021-01-07,6,86,89,589
2021-01-07,128,1030,126,1021
2021-01-07,63,301,123,676
2021-01-07,138,630,183,741
2021-01-07,32,121,92,457
2021-01-07,55,570,11,214
2021-01-07,62,152,142,539
2021-01-07,113,581,340,1651
2021-01-07,244,1864,193,2895
2021-01-07,93,771,83,1994
2021-01-07,209,980,62,376
2021-01-07,424,1578,219,1233
2021-01-07,110,1286,222,1135
2021-01-07,60,126,107,396
2021-01-07,50,331,285,3547
2021-01-07,154,439,341,1184
2021-01-07,23,322,4,27
2021-01-07,175,548,381,1602
2021-01-07,10,74,207,1809
2021-01-07,116,534,24,251
2021-01-07,149,1077,136,1732
2021-01-07,2215,15335,1560,18658
2021-01-07,141,1790,715,4250
2021-01-07,574,3160,375,1905
2021-01-07,13,175,162,3056
2021-01-07,38,267,35,515
2021-01-07,121,789,202,1227
2021-01-07,1038,2836,1367,4341
2021-01-07,82,205,127,586
2021-01-07,345,2294,467,3620
2021-01-06,38,184,10,139
2021-01-06,50,243,70,588
2021-01-06,11,53,21,140
2021-01-06,126,507,44,341
2021-01-06,401,1570,1890,6887
2021-01-06,84,162,208,883
2021-01-06,25,66,18,115
2021-01-06,131,726,114,1006
2021-01-06,10,112,16,280
2021-01-06,90,630,141,903
2021-01-06,15,51,60,407
2021-01-06,10,153,114,1196
2021-01-06,16,51,93,714
2021-01-06,9,115,113,612
2021-01-06,15,133,223,1814
2021-01-06,31,183,117,1374
2021-01-06,43,210,33,227
2021-01-06,17,77,69,657
2021-01-06,31,357,142,1832
2021-01-06,145,396,294,1455
2021-01-06,120,505,535,2778
2021-01-06,0,3,8,35
2021-01-06,645,2286,2746,12018
2021-01-06,10,64,72,1115
2021-01-06,58,289,8,117
2021-01-06,70,2232,41,254
2021-01-06,56,194,77,381
2021-01-06,12,59,5,64
2021-01-06,15,77,4,32
2021-01-06,22,73,17,101
2021-01-06,64,206,126,570
2021-01-06,69,372,51,421
2021-01-06,66,453,89,2250
2021-01-06,82,314,104,492
2021-01-06,122,498,214,922
2021-01-06,36,202,245,1149
2021-01-06,38,80,101,376
2021-01-06,37,204,384,3527
2021-01-06,68,185,102,607
2021-01-06,10,105,4,18
2021-01-06,73,268,374,1547
2021-01-06,5,38,106,1525
2021-01-06,38,117,21,293
2021-01-06,116,608,187,2443
2021-01-06,461,2608,494,6526
2021-01-06,95,763,292,2831
2021-01-06,258,1322,152,930
2021-01-06,10,111,210,2438
2021-01-06,34,203,44,513
2021-01-06,25,100,263,1119
2021-01-06,474,1552,1320,4051
2021-01-06,60,156,95,354
2021-01-06,169,890,312,1865
2021-01-05,71,503,12,185
2021-01-05,164,741,339,2068
2021-01-05,25,100,49,353
2021-01-05,219,1101,52,962
2021-01-05,1059,3422,2894,11757
2021-01-05,172,501,403,1482
2021-01-05,20,92,62,310
2021-01-05,261,1845,264,3002
2021-01-05,16,91,10,252
2021-01-05,276,2234,195,1364
2021-01-05,42,168,74,378
2021-01-05,47,488,102,1404
2021-01-05,61,211,72,662
2021-01-05,23,427,189,1075
2021-01-05,20,235,195,2782
2021-01-05,60,519,115,2191
2021-01-05,66,394,71,384
2021-01-05,26,205,82,1037
2021-01-05,59,689,137,1427
2021-01-05,274,1751,384,2164
2021-01-05,693,2862,618,3015
2021-01-05,22,145,12,47
2021-01-05,3783,19405,2609,13468
2021-01-05,9,94,50,1020
2021-01-05,108,1022,165,1551
2021-01-05,48,297,149,1019
2021-01-05,163,706,259,1051
2021-01-05,27,142,71,472
2021-01-05,56,512,15,204
2021-01-05,41,137,143,508
2021-01-05,89,513,329,1796
2021-01-05,292,1862,223,2879
2021-01-05,101,888,110,2858
2021-01-05,134,1107,175,983
2021-01-05,295,1510,487,2193
2021-01-05,110,455,261,1367
2021-01-05,54,139,113,579
2021-01-05,50,351,322,3410
2021-01-05,157,454,459,1698
2021-01-05,18,282,12,27
2021-01-05,238,650,289,1351
2021-01-05,15,64,205,2021
2021-01-05,104,498,31,775
2021-01-05,159,1170,175,2660
2021-01-05,2116,14680,2024,21399
2021-01-05,150,3232,626,4974
2021-01-05,436,1902,353,2065
2021-01-05,24,222,177,3902
2021-01-05,46,352,18,561
2021-01-05,92,476,288,1375
2021-01-05,1032,2860,1784,6392
2021-01-05,89,248,194,769
2021-01-05,379,2105,530,3985
2021-01-04,88,472,8,171
2021-01-04,145,631,316,1973
2021-01-04,17,84,27,272
2021-01-04,143,772,49,647
2021-01-04,841,2010,1685,7034
2021-01-04,141,460,207,788
2021-01-04,17,67,48,209
2021-01-04,291,1536,215,1794
2021-01-04,13,55,5,218
2021-01-04,213,2449,190,1350
2021-01-04,29,132,39,306
2021-01-04,47,436,127,2143
2021-01-04,40,245,24,402
2021-01-04,15,425,102,800
2021-01-04,19,240,96,1429
2021-01-04,44,659,76,1312
2021-01-04,76,303,47,217
2021-01-04,13,153,50,401
2021-01-04,62,777,127,1893
2021-01-04,197,1507,169,1207
2021-01-04,519,1854,413,2361
2021-01-04,17,155,15,50
2021-01-04,3607,18697,1502,9616
2021-01-04,7,127,46,936
