Date,N_ANT_POSITIVOS,N_ANT,N_PCR_POSITIVOS,N_PCR
2021-12-31,642,1511,1251,3839
2021-12-31,510,937,103,367
2021-12-31,294,451,177,686
2021-12-31,385,907,674,2325
2021-12-31,4079,15833,6658,22363
2021-12-31,213,535,425,1904
2021-12-31,567,1492,408,1452
2021-12-31,1827,7210,1550,6247
2021-12-31,237,947,18,85
2021-12-31,4391,6754,733,2421
2021-12-31,1063,2288,227,1005
2021-12-31,29,116,34,246
2021-12-31,265,580,55,224
2021-12-31,551,784,242,783
2021-12-31,122,315,84,298
2021-12-30,863,2518,421,1655
2021-12-30,4679,7510,914,3228
2021-12-30,1338,3087,2026,6410
2021-12-30,2510,5163,2054,7273
2021-12-30,656,1832,921,3939
2021-12-30,2256,5419,1638,5258
2021-12-30,497,1047,425,1340
2021-12-30,479,1485,1732,8571
2021-12-30,3951,6072,1734,4413
2021-12-30,589,1537,2140,5984
2021-12-30,1009,2637,565,2580
2021-12-30,845,2283,769,3160
2021-12-30,2866,6913,2823,7307
2021-12-30,203,1281,15,90
2021-12-30,2008,4933,399,3277
2021-12-30,327,971,491,2061
2021-12-30,159,2058,283,1179
2021-12-30,68,369,39,238
2021-12-30,2176,4733,1654,6091
2021-12-30,3078,6812,4626,15083
2021-12-30,293,703,133,486
2021-12-30,1253,5153,831,3539
2021-12-30,2170,4287,507,1765
2021-12-30,795,1244,466,1406
2021-12-30,1862,4240,421,3292
2021-12-30,779,1485,366,1652
2021-12-30,940,2039,353,1133
2021-12-30,1280,2743,191,634
2021-12-30,1011,2542,307,2406
2021-12-30,700,1433,168,688
2021-12-30,14665,43678,9332,31770
2021-12-30,1026,2270,150,570
2021-12-30,816,1668,476,2495
2021-12-30,168,433,145,554
2021-12-30,449,837,249,908
2021-12-30,15121,34921,4782,31977
2021-12-30,290,1495,2034,6398
2021-12-30,426,894,133,522
2021-12-30,2422,8916,1891,7266
2021-12-30,1142,2776,1077,3047
2021-12-30,361,2613,354,1815
2021-12-30,2365,7728,1373,6435
2021-12-30,498,3202,2046,6265
2021-12-30,274,502,167,594
2021-12-30,1410,2560,865,2471
2021-12-30,1874,6102,559,2789
2021-12-30,1150,3082,1476,4861
2021-12-30,449,1125,81,412
2021-12-30,911,4671,1518,5248
2021-12-30,931,3025,132,411
2021-12-30,1084,2197,559,2153
2021-12-30,1925,5248,839,3979
2021-12-30,1208,3231,497,1459
2021-12-29,447,1460,2017,8880
2021-12-29,3577,5595,2367,6609
2021-12-29,621,1805,668,3329
2021-12-29,2368,5582,2445,7399
2021-12-29,287,1536,2016,6024
2021-12-29,16629,48163,9407,33121
2021-12-29,770,2003,1919,5181
2021-12-29,2148,7282,1420,6254
2021-12-29,322,2336,380,2046
2021-12-29,1725,3532,2526,6968
2021-12-29,563,1109,347,1131
2021-12-29,1348,3116,2002,6696
2021-12-29,16127,38288,5617,35726
2021-12-29,1035,2088,411,1331
2021-12-29,1927,4433,472,4229
2021-12-29,689,1144,500,1232
2021-12-29,384,918,140,498
2021-12-29,585,3641,1453,5774
2021-12-29,1183,5908,1885,7251
2021-12-29,2043,5293,340,3681
2021-12-29,1516,3447,953,2823
2021-12-29,169,431,185,632
2021-12-29,1129,2191,417,1682
2021-12-29,813,1705,494,2392
2021-12-29,494,983,115,766
2021-12-29,1338,3444,1314,4216
2021-12-29,605,1292,131,535
2021-12-29,1099,2339,217,1001
2021-12-29,2113,5995,842,4274
2021-12-29,639,1205,585,1783
2021-12-29,846,2634,474,1943
2021-12-29,2605,9300,1933,6859
2021-12-29,999,2368,592,2567
2021-12-29,62,337,44,296
2021-12-29,358,874,86,361
2021-12-29,189,1014,12,92
2021-12-29,817,2224,730,3136
2021-12-29,2011,3980,580,2064
2021-12-29,4683,7871,860,3321
2021-12-29,2485,5096,1662,6565
2021-12-29,1091,2942,295,2693
2021-12-29,1250,5735,902,3842
2021-12-29,1074,2572,365,1119
2021-12-29,1387,2502,636,1864
2021-12-29,317,784,222,711
2021-12-29,418,1145,508,2250
2021-12-29,2311,5836,1660,5582
2021-12-29,1942,5497,550,3155
2021-12-29,3221,6826,4520,14581
2021-12-29,1186,2625,157,664
2021-12-29,246,1693,347,1424
2021-12-29,287,549,124,605
2021-12-29,738,2168,187,602
2021-12-28,1874,5390,393,3732
2021-12-28,1045,4911,1371,6359
2021-12-28,351,872,137,655
2021-12-28,1421,3275,899,2832
2021-12-28,2081,4856,1530,6639
2021-12-28,1822,4610,383,3057
2021-12-28,882,2751,163,491
2021-12-28,800,1949,1456,4894
2021-12-28,1118,2452,214,1134
2021-12-28,2848,4742,1803,5946
2021-12-28,553,3647,1149,5908
2021-12-28,1043,3067,311,2206
2021-12-28,56,325,30,193
2021-12-28,187,893,24,135
2021-12-28,2574,9204,1835,6818
2021-12-28,550,1280,99,347
2021-12-28,976,2094,194,1116
2021-12-28,1686,4020,1722,6662
2021-12-28,2231,6326,808,3924
2021-12-28,2013,4003,496,1980
2021-12-28,559,1740,663,3547
2021-12-28,1257,2393,700,2523
2021-12-28,1216,3095,1080,3991
2021-12-28,527,1157,504,1639
2021-12-28,512,967,582,1519
2021-12-28,272,661,209,796
2021-12-28,235,563,135,735
2021-12-28,334,840,137,482
2021-12-28,849,1835,398,1207
2021-12-28,2922,6384,3765,14352
2021-12-28,784,2483,403,1782
2021-12-28,1250,5820,903,4337
2021-12-28,665,2145,680,3277
2021-12-28,983,2574,471,2158
2021-12-28,309,1475,2048,6979
2021-12-28,458,1132,359,2089
2021-12-28,2030,6036,506,3013
2021-12-28,4014,7250,829,3482
2021-12-28,689,1599,488,2587
2021-12-28,285,2407,347,1970
2021-12-28,1072,2028,590,2238
2021-12-28,1957,6887,1443,6363
2021-12-28,1411,3213,1619,5740
2021-12-28,16774,47804,7870,27914
2021-12-28,362,1306,1767,9283
2021-12-28,362,729,207,781
2021-12-28,212,1794,352,1549
2021-12-28,970,2352,371,1371
2021-12-28,16479,40302,5964,35046
2021-12-28,423,1169,295,2016
2021-12-28,2372,5694,1034,4382
2021-12-28,189,482,137,637
2021-12-28,908,2429,1735,5585
2021-12-27,302,747,100,427
2021-12-27,17936,52460,5488,21821
2021-12-27,1978,3608,1107,3879
2021-12-27,1238,3014,888,3900
2021-12-27,1778,6070,948,4612
2021-12-27,158,441,106,581
2021-12-27,571,1386,82,629
2021-12-27,419,1177,246,1304
2021-12-27,633,1463,231,1158
2021-12-27,445,3497,1273,5117
2021-12-27,737,1719,345,1503
2021-12-27,721,4986,1006,4909
2021-12-27,220,601,74,343
2021-12-27,2417,5811,1729,8369
2021-12-27,826,2526,131,569
2021-12-27,482,987,226,958
2021-12-27,2177,9395,1284,5872
2021-12-27,1641,6696,409,2757
2021-12-27,323,818,525,1717
2021-12-27,985,2805,1931,6764
2021-12-27,297,1595,1878,5855
2021-12-27,2232,5800,715,2878
2021-12-27,1102,3261,439,1733
2021-12-27,677,1821,1015,3851
2021-12-27,2017,6088,551,2960
2021-12-27,1109,5161,486,2683
2021-12-27,975,1984,420,1568
2021-12-27,321,808,199,961
2021-12-27,492,1799,753,3765
2021-12-27,41,263,16,140
2021-12-27,138,908,15,106
2021-12-27,543,1920,184,1251
2021-12-27,3226,6307,625,2494
2021-12-27,1699,4258,927,4452
2021-12-27,247,1132,984,6567
2021-12-27,643,1974,1374,5032
2021-12-27,722,2104,410,2228
2021-12-27,525,1379,313,2107
2021-12-27,135,2181,321,1889
2021-12-27,1673,5111,392,3014
2021-12-27,273,641,66,401
2021-12-27,791,2057,123,708
2021-12-27,1720,4532,411,2667
2021-12-27,131,1738,168,1075
2021-12-27,1036,3068,637,2707
2021-12-27,297,692,366,1355
2021-12-27,748,1790,331,1467
2021-12-27,941,3175,315,1521
2021-12-27,458,1506,392,2478
2021-12-27,88,313,58,414
2021-12-27,15989,40533,5371,30427
2021-12-27,163,515,79,525
2021-12-27,1574,3497,475,1926
2021-12-26,785,1671,131,599
2021-12-26,563,2649,457,2345
2021-12-26,416,3545,742,4297
2021-12-26,41,419,123,813
2021-12-26,744,2342,733,3637
2021-12-26,152,532,33,243
2021-12-26,116,338,74,399
2021-12-26,76,281,66,305
2021-12-26,307,1317,29,239
2021-12-26,1106,5237,699,3634
2021-12-26,128,449,297,1400
2021-12-26,253,996,278,2326
2021-12-26,466,1256,636,2747
2021-12-26,305,902,351,1750
2021-12-26,499,1337,90,430
2021-12-26,454,1358,1691,5696
2021-12-26,308,645,257,801
2021-12-26,394,1307,178,883
2021-12-26,224,486,107,430
2021-12-26,957,3101,419,3025
2021-12-26,191,455,463,1905
2021-12-26,797,2468,100,978
2021-12-26,783,1619,254,1248
2021-12-26,1546,2905,377,1978
2021-12-26,198,515,80,466
2021-12-26,320,918,54,289
2021-12-26,622,2159,287,1794
2021-12-26,255,2305,871,3798
2021-12-26,354,1289,60,398
2021-12-26,412,1143,242,1267
2021-12-26,502,1326,350,1454
2021-12-26,282,838,130,1070
2021-12-26,465,1712,53,439
2021-12-26,237,774,1225,5088
2021-12-26,5500,18442,2644,11909
2021-12-26,889,2810,799,3712
2021-12-26,65,641,8,50
2021-12-26,271,1284,699,3555
2021-12-26,457,1092,315,1157
2021-12-26,49,229,46,223
2021-12-26,44,518,139,1110
2021-12-26,188,1257,663,2455
2021-12-26,5627,13443,1743,9375
2021-12-26,716,1924,429,1509
2021-12-26,294,830,111,590
2021-12-26,375,909,26,187
2021-12-26,803,2118,102,818
2021-12-26,147,341,41,261
2021-12-26,131,610,1098,5949
2021-12-26,234,662,223,1561
2021-12-26,11,107,7,68
2021-12-26,401,1061,280,1122
2021-12-26,81,249,54,357
2021-12-25,665,1990,117,1092
2021-12-25,79,332,29,158
2021-12-25,13,80,10,65
2021-12-25,133,321,175,905
2021-12-25,208,645,161,1179
2021-12-25,287,804,529,2345
2021-12-25,57,188,57,310
2021-12-25,370,976,851,3506
2021-12-25,135,348,101,758
2021-12-25,614,1795,690,3442
2021-12-25,913,3455,730,3659
2021-12-25,566,1987,351,1614
2021-12-25,423,2027,424,2308
2021-12-25,1290,2428,592,2882
2021-12-25,690,1376,769,3650
2021-12-25,213,461,212,705
2021-12-25,293,993,103,507
2021-12-25,124,378,48,226
2021-12-25,229,1317,817,4782
2021-12-25,171,573,306,2169
2021-12-25,246,590,87,273
2021-12-25,69,255,44,381
2021-12-25,415,1179,41,235
2021-12-25,15,60,4,41
2021-12-25,55,235,230,1005
2021-12-25,410,1639,46,440
2021-12-25,246,624,515,1831
2021-12-25,741,2503,227,1461
2021-12-25,489,1174,294,1196
2021-12-25,743,2248,1205,5141
2021-12-25,125,555,1118,7090
2021-12-25,314,907,159,736
2021-12-25,668,1410,139,824
2021-12-25,243,589,53,463
2021-12-25,720,1764,175,1679
2021-12-25,395,977,661,2376
2021-12-25,130,527,1290,5620
2021-12-25,231,452,15,83
2021-12-25,316,719,129,576
2021-12-25,173,665,309,2092
2021-12-25,322,735,255,1397
2021-12-25,163,416,99,370
2021-12-25,44,335,71,358
2021-12-25,180,862,1026,3864
2021-12-25,579,1413,512,1945
2021-12-25,4822,10960,1892,12232
2021-12-25,82,291,113,571
2021-12-25,162,1368,1353,5797
2021-12-25,208,926,894,4060
2021-12-25,92,241,314,1519
2021-12-25,3589,12432,3493,14330
2021-12-25,150,381,129,450
2021-12-25,372,1176,1424,5651
2021-12-24,268,701,246,1597
2021-12-24,1023,3703,1766,6685
2021-12-24,957,3580,710,4763
2021-12-24,214,557,132,604
2021-12-24,106,2217,359,2022
2021-12-24,16,117,22,192
2021-12-24,103,333,111,544
2021-12-24,10688,39157,5227,35872
2021-12-24,76,768,12,52
2021-12-24,1690,5088,880,4009
2021-12-24,314,905,183,1482
2021-12-24,119,374,26,257
2021-12-24,215,526,159,909
2021-12-24,374,904,322,1199
2021-12-24,464,946,511,2007
2021-12-24,1190,4392,457,3997
2021-12-24,923,2883,462,2119
2021-12-24,190,889,438,2946
2021-12-24,317,1130,317,1770
2021-12-24,1386,6660,1336,7404
2021-12-24,223,654,467,3837
2021-12-24,879,2544,710,2856
2021-12-24,4764,21123,8019,36601
2021-12-24,85,1908,240,1274
2021-12-24,187,1390,1203,5443
2021-12-24,802,1934,725,2782
2021-12-24,354,1129,180,1062
2021-12-24,805,2908,1016,6172
2021-12-24,115,277,106,527
2021-12-24,527,1495,823,3637
2021-12-24,621,1831,1290,6321
2021-12-24,570,2627,350,2719
2021-12-24,382,1162,842,3679
2021-12-24,503,2022,1377,5876
2021-12-24,319,1206,134,573
2021-12-24,1021,4626,335,4034
2021-12-24,261,3079,964,6241
2021-12-24,454,3853,987,5292
2021-12-24,1147,3981,2849,14221
2021-12-24,106,365,111,483
2021-12-24,459,3127,559,3926
2021-12-24,282,940,221,999
2021-12-24,83,214,63,387
2021-12-24,2239,5300,650,3879
2021-12-24,953,3365,926,5915
2021-12-24,894,2180,285,1441
2021-12-24,412,1672,239,1121
2021-12-24,207,499,91,459
2021-12-24,291,778,195,1259
2021-12-24,454,1131,348,1809
2021-12-24,352,1266,322,1303
2021-12-24,197,587,204,907
2021-12-24,115,517,1118,8080
2021-12-23,358,1411,353,3015
2021-12-23,475,2068,359,1541
2021-12-23,77,379,84,702
2021-12-23,674,1962,258,1112
2021-12-23,1066,3517,616,2670
2021-12-23,504,2668,352,3580
2021-12-23,165,1133,1210,8291
2021-12-23,2064,6474,2784,15269
2021-12-23,1029,4494,619,5989
2021-12-23,647,1650,519,2263
2021-12-23,413,1357,1084,4754
2021-12-23,163,1576,1250,6010
2021-12-23,1604,6049,1111,5618
2021-12-23,8905,40498,5359,44323
2021-12-23,1473,8046,1583,8764
2021-12-23,326,1254,288,1101
2021-12-23,458,1436,446,2751
2021-12-23,94,1812,195,1484
2021-12-23,549,1740,282,1879
2021-12-23,1400,5307,830,5481
2021-12-23,1082,4033,1358,6495
2021-12-23,243,2198,860,5690
2021-12-23,1779,4882,791,3876
2021-12-23,299,1008,301,1756
2021-12-23,632,4158,580,4188
2021-12-23,157,579,143,641
2021-12-23,983,3555,1104,4760
2021-12-23,33,245,27,236
2021-12-23,971,4786,329,3936
2021-12-23,455,1804,381,2844
2021-12-23,183,723,208,896
2021-12-23,879,3280,1554,8014
2021-12-23,66,912,23,125
2021-12-23,976,5106,1123,7493
2021-12-23,267,1035,319,1974
2021-12-23,81,1516,177,1601
2021-12-23,386,3188,897,5600
2021-12-23,13626,55604,10688,51735
2021-12-23,96,377,102,671
2021-12-23,143,668,161,772
2021-12-23,1384,3379,1332,6725
2021-12-23,222,707,237,1302
2021-12-23,275,1955,284,2075
2021-12-23,1245,3718,963,3625
2021-12-23,1338,4632,1216,7326
2021-12-23,451,1314,281,1299
2021-12-23,369,1922,551,4050
2021-12-23,1367,6279,467,3222
2021-12-23,396,1991,1256,5905
2021-12-23,309,893,233,937
2021-12-23,304,920,240,1229
2021-12-23,112,459,151,747
2021-12-23,641,2344,165,780
2021-12-22,595,1479,511,2221
2021-12-22,233,1549,282,2000
2021-12-22,1095,2921,823,3109
2021-12-22,952,3503,845,3555
2021-12-22,1364,7864,1415,8571
2021-12-22,1648,6240,1004,4927
2021-12-22,775,4175,356,5257
2021-12-22,239,697,152,680
2021-12-22,810,2980,1217,6273
2021-12-22,55,406,178,1343
2021-12-22,1722,5494,2276,11886
2021-12-22,409,2398,304,3547
2021-12-22,78,568,197,1432
2021-12-22,7614,38257,5130,46610
2021-12-22,950,3405,607,2865
2021-12-22,157,1050,955,7120
2021-12-22,72,916,31,218
2021-12-22,302,1283,334,2949
2021-12-22,1035,2770,1062,5497
2021-12-22,359,1121,262,2088
2021-12-22,187,686,192,840
2021-12-22,1246,5743,388,3140
2021-12-22,437,1572,318,2182
2021-12-22,12593,49021,9594,47050
2021-12-22,317,1678,548,3399
2021-12-22,231,816,148,756
2021-12-22,67,326,103,549
2021-12-22,955,3693,1130,5318
2021-12-22,1248,5079,820,5587
2021-12-22,83,427,181,684
2021-12-22,197,1574,1105,5889
2021-12-22,143,463,108,728
2021-12-22,399,1141,214,1127
2021-12-22,269,992,311,1891
2021-12-22,383,2182,551,4453
2021-12-22,587,2315,206,882
2021-12-22,1493,4263,688,3737
2021-12-22,229,899,213,1376
2021-12-22,81,301,100,648
2021-12-22,821,4507,1038,6671
2021-12-22,428,1215,228,1187
2021-12-22,387,1835,1173,5502
2021-12-22,844,4022,342,3600
2021-12-22,122,612,78,523
2021-12-22,197,639,237,1278
2021-12-22,386,1345,800,3910
2021-12-22,543,3823,513,3664
2021-12-22,255,720,242,896
2021-12-22,26,247,30,255
2021-12-22,421,1580,306,2424
2021-12-22,1044,3683,1102,6159
2021-12-22,261,1669,875,5515
2021-12-22,393,1732,371,1543
2021-12-21,63,342,200,840
2021-12-21,287,1185,303,2103
2021-12-21,687,2030,934,3751
2021-12-21,152,801,274,1662
2021-12-21,82,437,77,492
2021-12-21,671,3994,1155,6670
2021-12-21,290,916,378,2208
2021-12-21,475,2273,235,1356
2021-12-21,147,619,195,937
2021-12-21,255,1301,507,1814
2021-12-21,783,3154,872,5767
2021-12-21,372,1078,373,2022
2021-12-21,99,310,57,438
2021-12-21,164,1513,724,5387
2021-12-21,399,1483,279,2017
2021-12-21,64,271,83,543
2021-12-21,801,4055,360,4285
2021-12-21,820,4411,398,3030
2021-12-21,802,2440,739,3778
2021-12-21,1151,6988,1194,7184
2021-12-21,211,641,128,739
2021-12-21,699,4056,280,4166
2021-12-21,379,2348,284,2406
2021-12-21,656,2757,916,5136
2021-12-21,6948,37296,4577,38761
2021-12-21,161,1370,471,2795
2021-12-21,1077,3523,504,3473
2021-12-21,112,939,26,196
2021-12-21,701,2907,727,3787
2021-12-21,431,3092,467,3654
2021-12-21,1220,4399,2128,11549
2021-12-21,114,986,878,7257
2021-12-21,258,1852,506,3328
2021-12-21,274,1780,872,4188
2021-12-21,534,2847,1107,5372
2021-12-21,87,574,232,832
2021-12-21,29,269,15,178
2021-12-21,132,399,181,680
2021-12-21,1244,4792,611,4903
2021-12-21,12069,48321,6954,36313
2021-12-21,34,375,107,988
2021-12-21,1422,5860,802,4194
2021-12-21,75,291,102,711
2021-12-21,289,1199,744,3966
2021-12-21,115,509,159,972
2021-12-21,160,808,255,1311
2021-12-21,152,1147,300,1894
2021-12-21,800,2771,605,2658
2021-12-21,328,2812,1037,5605
2021-12-21,75,578,154,1382
2021-12-21,221,1219,343,2993
2021-12-21,313,938,251,1404
2021-12-21,336,1020,222,1352
2021-12-20,50,563,112,1001
2021-12-20,571,3617,257,2377
2021-12-20,323,2526,236,2489
2021-12-20,68,425,198,829
2021-12-20,167,990,196,1138
2021-12-20,372,1326,543,2451
2021-12-20,824,4309,340,3871
2021-12-20,48,222,80,562
2021-12-20,789,2943,550,3969
2021-12-20,1018,4427,533,4014
2021-12-20,1116,3813,1167,7458
2021-12-20,35,316,121,591
2021-12-20,1192,5560,323,2003
2021-12-20,266,1709,249,1105
2021-12-20,80,828,109,1028
2021-12-20,31,353,98,937
2021-12-20,125,510,74,577
2021-12-20,170,765,201,1233
2021-12-20,636,2637,462,2004
2021-12-20,104,955,616,6104
2021-12-20,556,2527,340,2239
2021-12-20,265,2506,745,4708
2021-12-20,648,1950,790,4193
2021-12-20,137,1018,193,1809
2021-12-20,60,257,29,265
2021-12-20,189,1025,138,1033
2021-12-20,306,1015,263,1895
2021-12-20,70,348,216,988
2021-12-20,122,573,375,1686
2021-12-20,218,990,336,2130
2021-12-20,111,451,185,1009
2021-12-20,281,975,180,1100
2021-12-20,174,862,192,1557
2021-12-20,119,1076,373,2901
2021-12-20,231,766,98,870
2021-12-20,119,1492,542,4112
2021-12-20,621,3368,926,5924
2021-12-20,526,2107,708,3483
2021-12-20,29,264,9,78
2021-12-20,328,2925,276,2271
2021-12-20,642,4061,234,2944
2021-12-20,36,269,91,554
2021-12-20,196,1417,679,4044
2021-12-20,131,1508,320,2536
2021-12-20,9642,42900,3798,23804
2021-12-20,69,1092,32,337
2021-12-20,102,377,82,635
2021-12-20,945,6724,797,5440
2021-12-20,173,632,73,607
2021-12-20,6545,34911,3420,30400
2021-12-20,367,2105,681,4268
2021-12-20,770,3174,467,2657
2021-12-20,47,250,80,518
2021-12-19,68,819,362,2623
2021-12-19,20,175,17,99
2021-12-19,262,977,298,1213
2021-12-19,168,654,262,1574
2021-12-19,33,191,28,154
2021-12-19,8,178,71,726
2021-12-19,33,305,86,913
2021-12-19,77,819,555,4261
2021-12-19,132,515,55,450
2021-12-19,58,221,28,166
2021-12-19,143,486,47,260
2021-12-19,371,1451,561,3464
2021-12-19,37,164,44,240
2021-12-19,49,151,109,600
2021-12-19,67,254,10,74
2021-12-19,99,572,125,1091
2021-12-19,79,503,520,4261
2021-12-19,55,187,157,1061
2021-12-19,186,671,248,902
2021-12-19,344,1386,466,2502
2021-12-19,36,160,46,323
2021-12-19,350,1107,373,2392
2021-12-19,67,329,209,1660
2021-12-19,26,313,106,981
2021-12-19,64,291,230,2095
2021-12-19,131,560,117,825
2021-12-19,184,785,225,1225
2021-12-19,39,379,195,1914
2021-12-19,334,3403,386,3169
2021-12-19,46,243,46,271
2021-12-19,1563,8678,2183,12569
2021-12-19,198,1328,202,2012
2021-12-19,1746,8303,1089,8025
2021-12-19,75,364,73,648
2021-12-19,168,768,668,4876
2021-12-19,345,1426,125,1191
2021-12-19,160,885,45,390
2021-12-19,192,766,461,2455
2021-12-19,264,1614,135,1397
2021-12-19,52,284,102,460
2021-12-19,67,388,20,389
2021-12-19,73,398,219,956
2021-12-19,61,700,764,3575
2021-12-19,51,274,47,384
2021-12-19,156,1671,505,2776
2021-12-19,28,118,31,419
2021-12-19,15,92,19,145
2021-12-19,77,455,54,345
2021-12-19,375,1774,382,2635
2021-12-19,42,369,494,4577
2021-12-19,62,829,11,68
2021-12-19,261,1379,73,588
2021-12-19,357,1639,290,1356
2021-12-18,37,171,61,499
2021-12-18,248,1334,186,2509
2021-12-18,410,1670,575,3814
2021-12-18,212,778,742,4067
2021-12-18,169,1081,94,800
2021-12-18,29,164,91,482
2021-12-18,41,241,76,444
2021-12-18,21,335,137,1590
2021-12-18,131,890,831,5270
2021-12-18,55,451,285,1749
2021-12-18,14,157,47,267
2021-12-18,1839,11910,1426,14790
2021-12-18,52,324,267,1235
2021-12-18,154,752,556,2904
2021-12-18,12,157,72,796
2021-12-18,109,476,159,1124
2021-12-18,51,689,40,187
2021-12-18,32,346,128,1472
2021-12-18,350,1687,562,3734
2021-12-18,66,317,55,532
2021-12-18,507,2096,1282,7138
2021-12-18,184,572,593,2059
2021-12-18,248,1367,771,5000
2021-12-18,18,109,92,504
2021-12-18,39,322,55,242
2021-12-18,64,316,242,1366
2021-12-18,264,1016,287,1932
2021-12-18,28,120,39,248
2021-12-18,285,1645,145,1411
2021-12-18,54,266,142,731
2021-12-18,292,1370,465,2828
2021-12-18,55,732,399,2798
2021-12-18,40,247,218,1027
2021-12-18,58,376,291,1199
2021-12-18,320,2049,236,2327
2021-12-18,98,468,99,887
2021-12-18,30,115,40,237
2021-12-18,82,493,585,3949
2021-12-18,260,941,303,1399
2021-12-18,151,1184,273,2849
2021-12-18,102,373,124,924
2021-12-18,59,413,626,5055
2021-12-18,325,3697,584,4562
2021-12-18,127,1211,687,4205
2021-12-18,7,101,10,100
2021-12-18,333,1086,347,2560
2021-12-18,157,510,184,1547
2021-12-18,69,755,709,4612
2021-12-18,43,265,51,327
2021-12-18,64,198,151,907
2021-12-18,37,327,268,2184
2021-12-18,66,269,97,482
2021-12-18,1390,8744,4273,25384
2021-12-17,243,865,274,2181
2021-12-17,54,705,750,5860
2021-12-17,301,2098,174,2471
2021-12-17,156,1810,801,4537
2021-12-17,39,230,44,398
2021-12-17,154,1155,654,4659
2021-12-17,77,1102,380,2857
2021-12-17,186,895,204,1817
2021-12-17,173,1930,337,2743
2021-12-17,130,563,152,1011
2021-12-17,47,307,135,813
2021-12-17,15,225,24,162
2021-12-17,355,3247,214,2822
2021-12-17,107,647,231,1251
2021-12-17,21,294,89,1577
2021-12-17,64,278,378,1580
2021-12-17,833,4122,738,3477
2021-12-17,163,665,217,1554
2021-12-17,46,165,45,463
2021-12-17,280,1039,637,2456
2021-12-17,420,1647,737,3778
2021-12-17,680,3311,581,4576
2021-12-17,42,473,126,1767
2021-12-17,420,1623,384,1653
2021-12-17,864,3461,1580,9468
2021-12-17,749,2678,606,4588
2021-12-17,119,583,229,1443
2021-12-17,125,511,205,1303
2021-12-17,38,198,101,595
2021-12-17,89,1168,700,4963
2021-12-17,451,2830,1039,6208
2021-12-17,90,786,319,1380
2021-12-17,5260,32412,4284,28300
2021-12-17,3287,25753,3336,32401
2021-12-17,521,2387,398,2816
2021-12-17,45,606,109,1385
2021-12-17,215,1910,274,2800
2021-12-17,379,1935,596,2983
2021-12-17,566,3824,343,3584
2021-12-17,121,776,450,2778
2021-12-17,549,5259,903,6363
2021-12-17,92,1010,19,209
2021-12-17,17,193,179,758
2021-12-17,57,825,281,2704
2021-12-17,25,212,93,679
2021-12-17,99,549,117,1287
2021-12-17,248,1909,894,4774
2021-12-17,41,210,77,527
