"pango","recombinant","alias_of","parents"
"FJ.1","False","B.1.1.529.2.75.3.4.1.1.1.1.19.1","['CH.1.1.19']"
"CH.1.1.20","False","B.1.1.529.2.75.3.4.1.1.1.1.20","['CH.1.1']"
"CH.1.1.21","False","B.1.1.529.2.75.3.4.1.1.1.1.21","['CH.1.1']"
"CH.1.1.22","False","B.1.1.529.2.75.3.4.1.1.1.1.22","['CH.1.1']"
"CH.1.1.23","False","B.1.1.529.2.75.3.4.1.1.1.1.23","['CH.1.1']"
"CH.1.1.24","False","B.1.1.529.2.75.3.4.1.1.1.1.24","['CH.1.1']"
"CH.1.1.25","False","B.1.1.529.2.75.3.4.1.1.1.1.25","['CH.1.1']"
"CH.1.1.26","False","B.1.1.529.2.75.3.4.1.1.1.1.26","['CH.1.1']"
"CH.1.1.27","False","B.1.1.529.2.75.3.4.1.1.1.1.27","['CH.1.1']"
"CH.1.1.28","False","B.1.1.529.2.75.3.4.1.1.1.1.28","['CH.1.1']"
"CH.1.1.29","False","B.1.1.529.2.75.3.4.1.1.1.1.29","['CH.1.1']"
"CH.1.1.30","False","B.1.1.529.2.75.3.4.1.1.1.1.30","['CH.1.1']"
"CH.2","False","B.1.1.529.2.75.3.4.1.1.2","['BM.4.1.1']"
"CH.3","False","B.1.1.529.2.75.3.4.1.1.3","['BM.4.1.1']"
"CH.3.1","False","B.1.1.529.2.75.3.4.1.1.3.1","['CH.3']"
"BM.5","False","B.1.1.529.2.75.3.5","['BA.2.75.3']"
"BM.6","False","B.1.1.529.2.75.3.6","['BA.2.75.3']"
"BA.2.75.4","False","B.1.1.529.2.75.4","['BA.2.75']"
"BR.1","False","B.1.1.529.2.75.4.1","['BA.2.75.4']"
"BR.1.1","False","B.1.1.529.2.75.4.1.1","['BR.1']"
"BR.1.2","False","B.1.1.529.2.75.4.1.2","['BR.1']"
"BR.2","False","B.1.1.529.2.75.4.2","['BA.2.75.4']"
"BR.2.1","False","B.1.1.529.2.75.4.2.1","['BR.2']"
"BR.3","False","B.1.1.529.2.75.4.3","['BA.2.75.4']"
"BR.4","False","B.1.1.529.2.75.4.4","['BA.2.75.4']"
"BR.5","False","B.1.1.529.2.75.4.5","['BA.2.75.4']"
"BR.5.1","False","B.1.1.529.2.75.4.5.1","['BR.5']"
"BA.2.75.5","False","B.1.1.529.2.75.5","['BA.2.75']"
"BN.1","False","B.1.1.529.2.75.5.1","['BA.2.75.5']"
"BN.1.1","False","B.1.1.529.2.75.5.1.1","['BN.1']"
"BN.1.1.1","False","B.1.1.529.2.75.5.1.1.1","['BN.1.1']"
"BN.1.2","False","B.1.1.529.2.75.5.1.2","['BN.1']"
"BN.1.2.1","False","B.1.1.529.2.75.5.1.2.1","['BN.1.2']"
"BN.1.2.2","False","B.1.1.529.2.75.5.1.2.2","['BN.1.2']"
"BN.1.2.3","False","B.1.1.529.2.75.5.1.2.3","['BN.1.2']"
"FR.1","False","B.1.1.529.2.75.5.1.2.3.1","['BN.1.2.3']"
"FR.1.1","False","B.1.1.529.2.75.5.1.2.3.1.1","['FR.1']"
"FR.1.2","False","B.1.1.529.2.75.5.1.2.3.1.2","['FR.1']"
"FR.1.3","False","B.1.1.529.2.75.5.1.2.3.1.3","['FR.1']"
"FR.1.4","False","B.1.1.529.2.75.5.1.2.3.1.4","['FR.1']"
"FR.2","False","B.1.1.529.2.75.5.1.2.3.2","['BN.1.2.3']"
"BN.1.2.4","False","B.1.1.529.2.75.5.1.2.4","['BN.1.2']"
"BN.1.2.5","False","B.1.1.529.2.75.5.1.2.5","['BN.1.2']"
"BN.1.2.6","False","B.1.1.529.2.75.5.1.2.6","['BN.1.2']"
"BN.1.2.7","False","B.1.1.529.2.75.5.1.2.7","['BN.1.2']"
"BN.1.3","False","B.1.1.529.2.75.5.1.3","['BN.1']"
"BN.1.3.1","False","B.1.1.529.2.75.5.1.3.1","['BN.1.3']"
"DS.1","False","B.1.1.529.2.75.5.1.3.1.1","['BN.1.3.1']"
"DS.2","False","B.1.1.529.2.75.5.1.3.1.2","['BN.1.3.1']"
"DS.3","False","B.1.1.529.2.75.5.1.3.1.3","['BN.1.3.1']"
"BN.1.3.2","False","B.1.1.529.2.75.5.1.3.2","['BN.1.3']"
"BN.1.3.3","False","B.1.1.529.2.75.5.1.3.3","['BN.1.3']"
"BN.1.3.4","False","B.1.1.529.2.75.5.1.3.4","['BN.1.3']"
"BN.1.3.5","False","B.1.1.529.2.75.5.1.3.5","['BN.1.3']"
"BN.1.3.6","False","B.1.1.529.2.75.5.1.3.6","['BN.1.3']"
"BN.1.3.7","False","B.1.1.529.2.75.5.1.3.7","['BN.1.3']"
"BN.1.3.8","False","B.1.1.529.2.75.5.1.3.8","['BN.1.3']"
"EJ.1","False","B.1.1.529.2.75.5.1.3.8.1","['BN.1.3.8']"
"EJ.2","False","B.1.1.529.2.75.5.1.3.8.2","['BN.1.3.8']"
"EJ.3","False","B.1.1.529.2.75.5.1.3.8.3","['BN.1.3.8']"
"BN.1.3.9","False","B.1.1.529.2.75.5.1.3.9","['BN.1.3']"
"BN.1.3.10","False","B.1.1.529.2.75.5.1.3.10","['BN.1.3']"
"BN.1.3.11","False","B.1.1.529.2.75.5.1.3.11","['BN.1.3']"
"BN.1.3.12","False","B.1.1.529.2.75.5.1.3.12","['BN.1.3']"
"BN.1.4","False","B.1.1.529.2.75.5.1.4","['BN.1']"
"BN.1.4.1","False","B.1.1.529.2.75.5.1.4.1","['BN.1.4']"
"BN.1.4.2","False","B.1.1.529.2.75.5.1.4.2","['BN.1.4']"
"BN.1.4.3","False","B.1.1.529.2.75.5.1.4.3","['BN.1.4']"
"BN.1.4.4","False","B.1.1.529.2.75.5.1.4.4","['BN.1.4']"
"BN.1.4.5","False","B.1.1.529.2.75.5.1.4.5","['BN.1.4']"
"BN.1.5","False","B.1.1.529.2.75.5.1.5","['BN.1']"
"BN.1.5.1","False","B.1.1.529.2.75.5.1.5.1","['BN.1.5']"
"BN.1.5.2","False","B.1.1.529.2.75.5.1.5.2","['BN.1.5']"
"BN.1.6","False","B.1.1.529.2.75.5.1.6","['BN.1']"
"BN.1.7","False","B.1.1.529.2.75.5.1.7","['BN.1']"
"BN.1.8","False","B.1.1.529.2.75.5.1.8","['BN.1']"
"BN.1.9","False","B.1.1.529.2.75.5.1.9","['BN.1']"
"BN.1.10","False","B.1.1.529.2.75.5.1.10","['BN.1']"
"BN.1.11","False","B.1.1.529.2.75.5.1.11","['BN.1']"
"BN.2","False","B.1.1.529.2.75.5.2","['BA.2.75.5']"
"BN.2.1","False","B.1.1.529.2.75.5.2.1","['BN.2']"
"BN.3","False","B.1.1.529.2.75.5.3","['BA.2.75.5']"
"BN.3.1","False","B.1.1.529.2.75.5.3.1","['BN.3']"
"BN.4","False","B.1.1.529.2.75.5.4","['BA.2.75.5']"
"BN.5","False","B.1.1.529.2.75.5.5","['BA.2.75.5']"
"BN.6","False","B.1.1.529.2.75.5.6","['BA.2.75.5']"
"BA.2.75.6","False","B.1.1.529.2.75.6","['BA.2.75']"
"BY.1","False","B.1.1.529.2.75.6.1","['BA.2.75.6']"
"BY.1.1","False","B.1.1.529.2.75.6.1.1","['BY.1']"
"BY.1.1.1","False","B.1.1.529.2.75.6.1.1.1","['BY.1.1']"
"BY.1.2","False","B.1.1.529.2.75.6.1.2","['BY.1']"
"BY.1.2.1","False","B.1.1.529.2.75.6.1.2.1","['BY.1.2']"
"BA.2.75.7","False","B.1.1.529.2.75.7","['BA.2.75']"
"BA.2.75.8","False","B.1.1.529.2.75.8","['BA.2.75']"
"BA.2.75.9","False","B.1.1.529.2.75.9","['BA.2.75']"
"CB.1","False","B.1.1.529.2.75.9.1","['BA.2.75.9']"
"BA.2.75.10","False","B.1.1.529.2.75.10","['BA.2.75']"
"BA.2.76","False","B.1.1.529.2.76","['BA.2']"
"BA.2.76.1","False","B.1.1.529.2.76.1","['BA.2.76']"
"BA.2.76.2","False","B.1.1.529.2.76.2","['BA.2.76']"
"BA.2.77","False","B.1.1.529.2.77","['BA.2']"
"BA.2.78","False","B.1.1.529.2.78","['BA.2']"
"BA.2.79","False","B.1.1.529.2.79","['BA.2']"
"BA.2.79.1","False","B.1.1.529.2.79.1","['BA.2.79']"
"BA.2.80","False","B.1.1.529.2.80","['BA.2']"
"BA.2.81","False","B.1.1.529.2.81","['BA.2']"
"BA.2.82","False","B.1.1.529.2.82","['BA.2']"
"BA.2.83","False","B.1.1.529.2.83","['BA.2']"
"BA.2.85","False","B.1.1.529.2.85","['BA.2']"
"BA.3","False","B.1.1.529.3","['B.1.1.529']"
"BA.3.1","False","B.1.1.529.3.1","['BA.3']"
"BA.4","False","B.1.1.529.4","['B.1.1.529']"
"BA.4.1","False","B.1.1.529.4.1","['BA.4']"
"BA.4.1.1","False","B.1.1.529.4.1.1","['BA.4.1']"
"BA.4.1.2","False","B.1.1.529.4.1.2","['BA.4.1']"
"BA.4.1.3","False","B.1.1.529.4.1.3","['BA.4.1']"
"BA.4.1.4","False","B.1.1.529.4.1.4","['BA.4.1']"
"BA.4.1.5","False","B.1.1.529.4.1.5","['BA.4.1']"
"BA.4.1.6","False","B.1.1.529.4.1.6","['BA.4.1']"
"BA.4.1.7","False","B.1.1.529.4.1.7","['BA.4.1']"
"BA.4.1.8","False","B.1.1.529.4.1.8","['BA.4.1']"
"BA.4.1.9","False","B.1.1.529.4.1.9","['BA.4.1']"
"BA.4.1.10","False","B.1.1.529.4.1.10","['BA.4.1']"
"BA.4.1.11","False","B.1.1.529.4.1.11","['BA.4.1']"
"CS.1","False","B.1.1.529.4.1.10.1","['BA.4.1.10']"
"BA.4.2","False","B.1.1.529.4.2","['BA.4']"
"BA.4.3","False","B.1.1.529.4.3","['BA.4']"
"BA.4.4","False","B.1.1.529.4.4","['BA.4']"
"BA.4.5","False","B.1.1.529.4.5","['BA.4']"
"BA.4.6","False","B.1.1.529.4.6","['BA.4']"
"BA.4.6.1","False","B.1.1.529.4.6.1","['BA.4.6']"
"BA.4.6.2","False","B.1.1.529.4.6.2","['BA.4.6']"
"BA.4.6.3","False","B.1.1.529.4.6.3","['BA.4.6']"
"BA.4.6.4","False","B.1.1.529.4.6.4","['BA.4.6']"
"BA.4.6.5","False","B.1.1.529.4.6.5","['BA.4.6']"
"DC.1","False","B.1.1.529.4.6.5.1","['BA.4.6.5']"
"BA.4.7","False","B.1.1.529.4.7","['BA.4']"
"BA.4.8","False","B.1.1.529.4.8","['BA.4']"
"BA.5","False","B.1.1.529.5","['B.1.1.529']"
"BA.5.1","False","B.1.1.529.5.1","['BA.5']"
"BA.5.1.1","False","B.1.1.529.5.1.1","['BA.5.1']"
"BA.5.1.2","False","B.1.1.529.5.1.2","['BA.5.1']"
"BA.5.1.3","False","B.1.1.529.5.1.3","['BA.5.1']"
"BA.5.1.4","False","B.1.1.529.5.1.4","['BA.5.1']"
"BA.5.1.5","False","B.1.1.529.5.1.5","['BA.5.1']"
"BA.5.1.6","False","B.1.1.529.5.1.6","['BA.5.1']"
"BA.5.1.7","False","B.1.1.529.5.1.7","['BA.5.1']"
"BA.5.1.8","False","B.1.1.529.5.1.8","['BA.5.1']"
"BA.5.1.9","False","B.1.1.529.5.1.9","['BA.5.1']"
"BA.5.1.10","False","B.1.1.529.5.1.10","['BA.5.1']"
"BK.1","False","B.1.1.529.5.1.10.1","['BA.5.1.10']"
"BA.5.1.11","False","B.1.1.529.5.1.11","['BA.5.1']"
"BA.5.1.12","False","B.1.1.529.5.1.12","['BA.5.1']"
"BA.5.1.14","False","B.1.1.529.5.1.14","['BA.5.1']"
"BA.5.1.15","False","B.1.1.529.5.1.15","['BA.5.1']"
"DL.1","False","B.1.1.529.5.1.15.1","['BA.5.1.15']"
"BA.5.1.16","False","B.1.1.529.5.1.16","['BA.5.1']"
"BA.5.1.17","False","B.1.1.529.5.1.17","['BA.5.1']"
"BA.5.1.18","False","B.1.1.529.5.1.18","['BA.5.1']"
"BA.5.1.19","False","B.1.1.529.5.1.19","['BA.5.1']"
"BA.5.1.20","False","B.1.1.529.5.1.20","['BA.5.1']"
"BA.5.1.21","False","B.1.1.529.5.1.21","['BA.5.1']"
"BT.1","False","B.1.1.529.5.1.21.1","['BA.5.1.21']"
"BT.2","False","B.1.1.529.5.1.21.2","['BA.5.1.21']"
"BA.5.1.22","False","B.1.1.529.5.1.22","['BA.5.1']"
"DH.1","False","B.1.1.529.5.1.22.1","['BA.5.1.22']"
"BA.5.1.23","False","B.1.1.529.5.1.23","['BA.5.1']"
"DE.1","False","B.1.1.529.5.1.23.1","['BA.5.1.23']"
"DE.2","False","B.1.1.529.5.1.23.2","['BA.5.1.23']"
"BA.5.1.24","False","B.1.1.529.5.1.24","['BA.5.1']"
"BA.5.1.25","False","B.1.1.529.5.1.25","['BA.5.1']"
"DJ.1","False","B.1.1.529.5.1.25.1","['BA.5.1.25']"
"DJ.1.1","False","B.1.1.529.5.1.25.1.1","['DJ.1']"
"DJ.1.1.1","False","B.1.1.529.5.1.25.1.1.1","['DJ.1.1']"
"DJ.1.2","False","B.1.1.529.5.1.25.1.2","['DJ.1']"
"DJ.1.3","False","B.1.1.529.5.1.25.1.3","['DJ.1']"
"BA.5.1.26","False","B.1.1.529.5.1.26","['BA.5.1']"
"CU.1","False","B.1.1.529.5.1.26.1","['BA.5.1.26']"
"BA.5.1.27","False","B.1.1.529.5.1.27","['BA.5.1']"
"BA.5.1.28","False","B.1.1.529.5.1.28","['BA.5.1']"
"BA.5.1.29","False","B.1.1.529.5.1.29","['BA.5.1']"
"CL.1","False","B.1.1.529.5.1.29.1","['BA.5.1.29']"
"CL.1.1","False","B.1.1.529.5.1.29.1.1","['CL.1']"
"CL.1.2","False","B.1.1.529.5.1.29.1.2","['CL.1']"
"CL.1.3","False","B.1.1.529.5.1.29.1.3","['CL.1']"
"BA.5.1.30","False","B.1.1.529.5.1.30","['BA.5.1']"
"BA.5.1.31","False","B.1.1.529.5.1.31","['BA.5.1']"
"BA.5.1.32","False","B.1.1.529.5.1.32","['BA.5.1']"
"BA.5.1.33","False","B.1.1.529.5.1.33","['BA.5.1']"
"EQ.1","False","B.1.1.529.5.1.33.1","['BA.5.1.33']"
"BA.5.1.34","False","B.1.1.529.5.1.34","['BA.5.1']"
"BA.5.1.35","False","B.1.1.529.5.1.35","['BA.5.1']"
"EB.1","False","B.1.1.529.5.1.35.1","['BA.5.1.35']"
"BA.5.1.36","False","B.1.1.529.5.1.36","['BA.5.1']"
"BA.5.1.37","False","B.1.1.529.5.1.37","['BA.5.1']"
"BA.5.1.38","False","B.1.1.529.5.1.38","['BA.5.1']"
"BA.5.2","False","B.1.1.529.5.2","['BA.5']"
"BA.5.2.1","False","B.1.1.529.5.2.1","['BA.5.2']"
"BF.1","False","B.1.1.529.5.2.1.1","['BA.5.2.1']"
"BF.1.1","False","B.1.1.529.5.2.1.1.1","['BF.1']"
"BF.2","False","B.1.1.529.5.2.1.2","['BA.5.2.1']"
"BF.3","False","B.1.1.529.5.2.1.3","['BA.5.2.1']"
"BF.3.1","False","B.1.1.529.5.2.1.3.1","['BF.3']"
"BF.4","False","B.1.1.529.5.2.1.4","['BA.5.2.1']"
"BF.5","False","B.1.1.529.5.2.1.5","['BA.5.2.1']"
"BF.5.1","False","B.1.1.529.5.2.1.5.1","['BF.5']"
"BF.5.2","False","B.1.1.529.5.2.1.5.2","['BF.5']"
"BF.5.3","False","B.1.1.529.5.2.1.5.3","['BF.5']"
"BF.5.4","False","B.1.1.529.5.2.1.5.4","['BF.5']"
"BF.5.5","False","B.1.1.529.5.2.1.5.5","['BF.5']"
"BF.6","False","B.1.1.529.5.2.1.6","['BA.5.2.1']"
"BF.7","False","B.1.1.529.5.2.1.7","['BA.5.2.1']"
"BF.7.1","False","B.1.1.529.5.2.1.7.1","['BF.7']"
"BF.7.2","False","B.1.1.529.5.2.1.7.2","['BF.7']"
"BF.7.3","False","B.1.1.529.5.2.1.7.3","['BF.7']"
"BF.7.4","False","B.1.1.529.5.2.1.7.4","['BF.7']"
"BF.7.4.1","False","B.1.1.529.5.2.1.7.4.1","['BF.7.4']"
"BF.7.4.2","False","B.1.1.529.5.2.1.7.4.2","['BF.7.4']"
"BF.7.4.3","False","B.1.1.529.5.2.1.7.4.3","['BF.7.4']"
"BF.7.5","False","B.1.1.529.5.2.1.7.5","['BF.7']"
"BF.7.5.1","False","B.1.1.529.5.2.1.7.5.1","['BF.7.5']"
"BF.7.6","False","B.1.1.529.5.2.1.7.6","['BF.7']"
"BF.7.7","False","B.1.1.529.5.2.1.7.7","['BF.7']"
"BF.7.8","False","B.1.1.529.5.2.1.7.8","['BF.7']"
"BF.7.9","False","B.1.1.529.5.2.1.7.9","['BF.7']"
"BF.7.10","False","B.1.1.529.5.2.1.7.10","['BF.7']"
"BF.7.11","False","B.1.1.529.5.2.1.7.11","['BF.7']"
"BF.7.12","False","B.1.1.529.5.2.1.7.12","['BF.7']"
"BF.7.13","False","B.1.1.529.5.2.1.7.13","['BF.7']"
"BF.7.13.1","False","B.1.1.529.5.2.1.7.13.1","['BF.7.13']"
"BF.7.13.2","False","B.1.1.529.5.2.1.7.13.2","['BF.7.13']"
"BF.7.14","False","B.1.1.529.5.2.1.7.14","['BF.7']"
"BF.7.14.1","False","B.1.1.529.5.2.1.7.14.1","['BF.7.14']"
"BF.7.14.2","False","B.1.1.529.5.2.1.7.14.2","['BF.7.14']"
"BF.7.14.3","False","B.1.1.529.5.2.1.7.14.3","['BF.7.14']"
"BF.7.14.4","False","B.1.1.529.5.2.1.7.14.4","['BF.7.14']"
"BF.7.14.5","False","B.1.1.529.5.2.1.7.14.5","['BF.7.14']"
"BF.7.14.6","False","B.1.1.529.5.2.1.7.14.6","['BF.7.14']"
"BF.7.14.7","False","B.1.1.529.5.2.1.7.14.7","['BF.7.14']"
"BF.7.15","False","B.1.1.529.5.2.1.7.15","['BF.7']"
"BF.7.16","False","B.1.1.529.5.2.1.7.16","['BF.7']"
"BF.7.16.1","False","B.1.1.529.5.2.1.7.16.1","['BF.7.16']"
"BF.7.17","False","B.1.1.529.5.2.1.7.17","['BF.7']"
"BF.7.18","False","B.1.1.529.5.2.1.7.18","['BF.7']"
"BF.7.19","False","B.1.1.529.5.2.1.7.19","['BF.7']"
"BF.7.19.1","False","B.1.1.529.5.2.1.7.19.1","['BF.7.19']"
"BF.7.20","False","B.1.1.529.5.2.1.7.20","['BF.7']"
"BF.7.21","False","B.1.1.529.5.2.1.7.21","['BF.7']"
"BF.7.22","False","B.1.1.529.5.2.1.7.22","['BF.7']"
"BF.7.23","False","B.1.1.529.5.2.1.7.23","['BF.7']"
"BF.7.24","False","B.1.1.529.5.2.1.7.24","['BF.7']"
"BF.7.26","False","B.1.1.529.5.2.1.7.26","['BF.7']"
"BF.7.27","False","B.1.1.529.5.2.1.7.27","['BF.7']"
"BF.8","False","B.1.1.529.5.2.1.8","['BA.5.2.1']"
"BF.9","False","B.1.1.529.5.2.1.9","['BA.5.2.1']"
"BF.10","False","B.1.1.529.5.2.1.10","['BA.5.2.1']"
"BF.10.1","False","B.1.1.529.5.2.1.10.1","['BF.10']"
"BF.11","False","B.1.1.529.5.2.1.11","['BA.5.2.1']"
"BF.11.1","False","B.1.1.529.5.2.1.11.1","['BF.11']"
"BF.11.2","False","B.1.1.529.5.2.1.11.2","['BF.11']"
"BF.11.3","False","B.1.1.529.5.2.1.11.3","['BF.11']"
"BF.11.4","False","B.1.1.529.5.2.1.11.4","['BF.11']"
"BF.11.5","False","B.1.1.529.5.2.1.11.5","['BF.11']"
"BF.12","False","B.1.1.529.5.2.1.12","['BA.5.2.1']"
"BF.13","False","B.1.1.529.5.2.1.13","['BA.5.2.1']"
"BF.14","False","B.1.1.529.5.2.1.14","['BA.5.2.1']"
"BF.15","False","B.1.1.529.5.2.1.15","['BA.5.2.1']"
"BF.16","False","B.1.1.529.5.2.1.16","['BA.5.2.1']"
"BF.17","False","B.1.1.529.5.2.1.17","['BA.5.2.1']"
"BF.18","False","B.1.1.529.5.2.1.18","['BA.5.2.1']"
"BF.19","False","B.1.1.529.5.2.1.19","['BA.5.2.1']"
"BF.20","False","B.1.1.529.5.2.1.20","['BA.5.2.1']"
"BF.21","False","B.1.1.529.5.2.1.21","['BA.5.2.1']"
"BF.22","False","B.1.1.529.5.2.1.22","['BA.5.2.1']"
"BF.23","False","B.1.1.529.5.2.1.23","['BA.5.2.1']"
"BF.24","False","B.1.1.529.5.2.1.24","['BA.5.2.1']"
"BF.25","False","B.1.1.529.5.2.1.25","['BA.5.2.1']"
"BF.26","False","B.1.1.529.5.2.1.26","['BA.5.2.1']"
"BF.27","False","B.1.1.529.5.2.1.27","['BA.5.2.1']"
"BF.28","False","B.1.1.529.5.2.1.28","['BA.5.2.1']"
"BF.29","False","B.1.1.529.5.2.1.29","['BA.5.2.1']"
"BF.30","False","B.1.1.529.5.2.1.30","['BA.5.2.1']"
"BF.31","False","B.1.1.529.5.2.1.31","['BA.5.2.1']"
"BF.31.1","False","B.1.1.529.5.2.1.31.1","['BF.31']"
"BF.32","False","B.1.1.529.5.2.1.32","['BA.5.2.1']"
"BF.33","False","B.1.1.529.5.2.1.33","['BA.5.2.1']"
"BF.34","False","B.1.1.529.5.2.1.34","['BA.5.2.1']"
"BF.35","False","B.1.1.529.5.2.1.35","['BA.5.2.1']"
"BF.36","False","B.1.1.529.5.2.1.36","['BA.5.2.1']"
"BF.37","False","B.1.1.529.5.2.1.37","['BA.5.2.1']"
"BF.38","False","B.1.1.529.5.2.1.38","['BA.5.2.1']"
"BF.38.1","False","B.1.1.529.5.2.1.38.1","['BF.38']"
"BF.38.2","False","B.1.1.529.5.2.1.38.2","['BF.38']"
"BF.38.3","False","B.1.1.529.5.2.1.38.3","['BF.38']"
"BF.39","False","B.1.1.529.5.2.1.39","['BA.5.2.1']"
"BF.39.1","False","B.1.1.529.5.2.1.39.1","['BF.39']"
"BF.40","False","B.1.1.529.5.2.1.40","['BA.5.2.1']"
"BF.41","False","B.1.1.529.5.2.1.41","['BA.5.2.1']"
"BF.41.1","False","B.1.1.529.5.2.1.41.1","['BF.41']"
"BF.42","False","B.1.1.529.5.2.1.42","['BA.5.2.1']"
"BA.5.2.2","False","B.1.1.529.5.2.2","['BA.5.2']"
"BA.5.2.3","False","B.1.1.529.5.2.3","['BA.5.2']"
"BZ.1","False","B.1.1.529.5.2.3.1","['BA.5.2.3']"
"BZ.2","False","B.1.1.529.5.2.3.2","['BA.5.2.3']"
"BA.5.2.4","False","B.1.1.529.5.2.4","['BA.5.2']"
"BA.5.2.5","False","B.1.1.529.5.2.5","['BA.5.2']"
"BA.5.2.6","False","B.1.1.529.5.2.6","['BA.5.2']"
"CP.1","False","B.1.1.529.5.2.6.1","['BA.5.2.6']"
"CP.1.1","False","B.1.1.529.5.2.6.1.1","['CP.1']"
"CP.1.2","False","B.1.1.529.5.2.6.1.2","['CP.1']"
"CP.1.3","False","B.1.1.529.5.2.6.1.3","['CP.1']"
"CP.2","False","B.1.1.529.5.2.6.2","['BA.5.2.6']"
"CP.3","False","B.1.1.529.5.2.6.3","['BA.5.2.6']"
"CP.4","False","B.1.1.529.5.2.6.4","['BA.5.2.6']"
"CP.5","False","B.1.1.529.5.2.6.5","['BA.5.2.6']"
"CP.6","False","B.1.1.529.5.2.6.6","['BA.5.2.6']"
"CP.7","False","B.1.1.529.5.2.6.7","['BA.5.2.6']"
"CP.8","False","B.1.1.529.5.2.6.8","['BA.5.2.6']"
"CP.8.1","False","B.1.1.529.5.2.6.8.1","['CP.8']"
"BA.5.2.7","False","B.1.1.529.5.2.7","['BA.5.2']"
"CY.1","False","B.1.1.529.5.2.7.1","['BA.5.2.7']"
"CY.2","False","B.1.1.529.5.2.7.2","['BA.5.2.7']"
"BA.5.2.8","False","B.1.1.529.5.2.8","['BA.5.2']"
"BA.5.2.9","False","B.1.1.529.5.2.9","['BA.5.2']"
"BA.5.2.10","False","B.1.1.529.5.2.10","['BA.5.2']"
"BA.5.2.11","False","B.1.1.529.5.2.11","['BA.5.2']"
"BA.5.2.12","False","B.1.1.529.5.2.12","['BA.5.2']"
"BA.5.2.13","False","B.1.1.529.5.2.13","['BA.5.2']"
"BA.5.2.14","False","B.1.1.529.5.2.14","['BA.5.2']"
"BA.5.2.16","False","B.1.1.529.5.2.16","['BA.5.2']"
"BU.1","False","B.1.1.529.5.2.16.1","['BA.5.2.16']"
"BU.2","False","B.1.1.529.5.2.16.2","['BA.5.2.16']"
"BU.3","False","B.1.1.529.5.2.16.3","['BA.5.2.16']"
"BA.5.2.18","False","B.1.1.529.5.2.18","['BA.5.2']"
"CR.1","False","B.1.1.529.5.2.18.1","['BA.5.2.18']"
"CR.1.1","False","B.1.1.529.5.2.18.1.1","['CR.1']"
"CR.1.2","False","B.1.1.529.5.2.18.1.2","['CR.1']"
"CR.1.3","False","B.1.1.529.5.2.18.1.3","['CR.1']"
"CR.2","False","B.1.1.529.5.2.18.2","['BA.5.2.18']"
"BA.5.2.19","False","B.1.1.529.5.2.19","['BA.5.2']"
"BA.5.2.20","False","B.1.1.529.5.2.20","['BA.5.2']"
"BV.1","False","B.1.1.529.5.2.20.1","['BA.5.2.20']"
"BV.2","False","B.1.1.529.5.2.20.2","['BA.5.2.20']"
"BA.5.2.21","False","B.1.1.529.5.2.21","['BA.5.2']"
"CN.1","False","B.1.1.529.5.2.21.1","['BA.5.2.21']"
"CN.2","False","B.1.1.529.5.2.21.2","['BA.5.2.21']"
"BA.5.2.22","False","B.1.1.529.5.2.22","['BA.5.2']"
"BA.5.2.23","False","B.1.1.529.5.2.23","['BA.5.2']"
"BA.5.2.24","False","B.1.1.529.5.2.24","['BA.5.2']"
"CK.1","False","B.1.1.529.5.2.24.1","['BA.5.2.24']"
"CK.1.1","False","B.1.1.529.5.2.24.1.1","['CK.1']"
"CK.1.1.1","False","B.1.1.529.5.2.24.1.1.1","['CK.1.1']"
"CK.1.2","False","B.1.1.529.5.2.24.1.2","['CK.1']"
"CK.1.3","False","B.1.1.529.5.2.24.1.3","['CK.1']"
"CK.1.4","False","B.1.1.529.5.2.24.1.4","['CK.1']"
"CK.1.5","False","B.1.1.529.5.2.24.1.5","['CK.1']"
"CK.2","False","B.1.1.529.5.2.24.2","['BA.5.2.24']"
"CK.2.1","False","B.1.1.529.5.2.24.2.1","['CK.2']"
"CK.2.1.1","False","B.1.1.529.5.2.24.2.1.1","['CK.2.1']"
"CK.3","False","B.1.1.529.5.2.24.3","['BA.5.2.24']"
"DG.1","False","B.1.1.529.5.2.24.2.1.1.1","['CK.2.1.1']"
"BA.5.2.25","False","B.1.1.529.5.2.25","['BA.5.2']"
"DB.1","False","B.1.1.529.5.2.25.1","['BA.5.2.25']"
"DB.2","False","B.1.1.529.5.2.25.2","['BA.5.2.25']"
"DB.3","False","B.1.1.529.5.2.25.3","['BA.5.2.25']"
"BA.5.2.26","False","B.1.1.529.5.2.26","['BA.5.2']"
"BA.5.2.27","False","B.1.1.529.5.2.27","['BA.5.2']"
"CF.1","False","B.1.1.529.5.2.27.1","['BA.5.2.27']"
"CG.1","False","B.1.1.529.5.2.26.1","['BA.5.2.26']"
"BA.5.2.28","False","B.1.1.529.5.2.28","['BA.5.2']"
"BA.5.2.29","False","B.1.1.529.5.2.29","['BA.5.2']"
"BA.5.2.30","False","B.1.1.529.5.2.30","['BA.5.2']"
"BA.5.2.31","False","B.1.1.529.5.2.31","['BA.5.2']"
"CD.1","False","B.1.1.529.5.2.31.1","['BA.5.2.31']"
"CD.2","False","B.1.1.529.5.2.31.2","['BA.5.2.31']"
"BA.5.2.32","False","B.1.1.529.5.2.32","['BA.5.2']"
"BA.5.2.33","False","B.1.1.529.5.2.33","['BA.5.2']"
